Indicator;Country;2000_value;2000_notes;2000_source;2001_value;2001_notes;2001_source;2002_value;2002_notes;2002_source;2003_value;2003_notes;2003_source;2004_value;2004_notes;2004_source;2005_value;2005_notes;2005_source;2006_value;2006_notes;2006_source;2007_value;2007_notes;2007_source;2008_value;2008_notes;2008_source;2009_value;2009_notes;2009_source;2010_value;2010_notes;2010_source;2011_value;2011_notes;2011_source;2012_value;2012_notes;2012_source;2013_value;2013_notes;2013_source;2014_value;2014_notes;2014_source;2015_value;2015_notes;2015_source;2016_value;2016_notes;2016_source;2017_value;2017_notes;2017_source;2018_value;2018_notes;2018_source;2019_value;2019_notes;2019_source;2020_value;2020_notes;2020_source
Internet users (%);Canada;51,3;Survey result, scope age unknown.;Statistics Canada.;60,2;Survey result, scope age unknown.;Statistics Canada.;61,59;Survey result, scope age unknown.;Statistics Canada.;64,2;Survey result, scope age unknown.;Statistics Canada.;65,96;Survey result, scope age unknown.;Statistics Canada.;71,66;Population age 16+.;Statistics Canada.;72,4;Estimated based on Survey's results 2005 and 2007. Population age 16+.;ITU estimate.;73,2;Population age 16+.;Statistics Canada.;76,7;Estimate based on Survey's results 2007 and 2009. Population age 16+.;ITU estimate.;80,3;Population age 16+.;Statistics Canada.;80,3;Population age 16+. Survey was redesigned, therefore comparison with previous years should not be done.;Statistics Canada.;83;;ITU estimate.;83;Residents of Canada 16 years of age or older excluding: Residents of the Yukon, Northwest Territories and Nunavut, Inmates of Institutions, Persons living on Indian Reserves, and Full time members of the Canadian Forces.;CIUS.;85,8;;ITU estimate.;87,12;;ITU estimate.;90;;ITU estimate.;91,16;;ITU Estimate.;92,7;;ITU estimate.;94,64;;OECD;96,5;;ITU estimate.;96,97;;ITU estimate.
Internet users (%);Cayman Islands;;;;;;;;;;;;;;;;38,03;Source: Tower Omnibus Survey.;;44,5;;ITU estimate.;52;;ITU estimate.;61;;Information and Communications Technology Authority ;64,5;;Information and Communications Technology Authority ;66;;ITU estimate confirmed by the Information and Communications Technology Authority ;69,47;;ITU estimate.;69,7;;ITU estimate.;71,4;;ITU estimate.;74,1;;ITU estimate.;77;;ITU estimate.;79;;ITU Estimate.;81,07;;ITU estimate.;;;;;;;;;
Internet users (%);Central African Rep.;0,05;;;0,08;;;0,13;;;0,15;;ITU estimate.;0,22;;ITU estimate.;0,27;;ITU estimate.;0,31;;ITU estimate.;0,38;;Société Centrafricaine des Télécommunications.;1;;Société Centrafricaine des Télécommunications.;1,8;;ITU estimate.;2;;ITU estimate. ;2,2;;ITU estimate.;2,4;;ITU estimate.;2,5;;ITU estimate.;2,7;;ITU estimate.;2,9;;ITU estimate.;3,1;;ITU Estimate.;4;;ITU estimate.;5,1;;ITU estimate.;8,3;;ITU estimate.;10,4;;ITU estimate.
Internet users (%);Chad;0,04;;SOTEL.;0,05;;SOTEL.;0,17;;SOTEL.;0,32;;SOTEL.;0,36;;Office Tchadien de Régulation des Télécommunications.;0,4;;Office Tchadien de Régulation des Télécommunications.;0,58;;Office Tchadien de Régulation des Télécommunications.;0,85;;Office Tchadien de Régulation des Télécommunications.;1,19;;Office Tchadien de Régulation des Télécommunications;1,5;;ITU estimate. ;1,7;;ITU estimate.;1,9;;ITU estimate.;2,1;;ITU estimate.;2,5;;ITU estimate.;2,9;;ITU estimate.;3,5;;ITU estimate.;5,8;;ITU Estimate.;7,4;Findex.;ITU estimate.;8;;ITU estimate.;9,8;;ITU estimate.;10,4;;ITU estimate.
Internet users (%);Chile;16,6;Internet users 5+ over the total population.;OSILAC, ECLAC.;19,1;Estimated based on surveys' results. Internet users 5+ over the total population.;ITU estimate.;22,1;Estimated based on surveys' results. Internet users 5+ over the total population.;ITU estimate.;25,47;Internet users 5+ over the total population.;Ministerio de Planificación.;28,18;Estimated based on surveys' results. Population age 5+.;ITU estimate.;31,18;Estimated based on surveys' results. Population age 5+.;ITU estimate.;34,5;Population age 5+.;Ministerio de Planificación.;35,9;Estimated based on surveys' results. Population age 5+.;ITU estimate.;37,3;Estimated based on surveys' results. Population age 5+.;ITU estimate.;41,56;Population age 5+.;Ministerio de Planificación.;45;Estimated based on surveys' results. Population age 5+.;ITU estimate.;52,25;Population age 5+.;Ministerio Desarrollo Social;55,05;;ITU  estimate.;58;Population age 5+.;Ministerio Desarrollo Social;61,11;;ITU estimate.;76,63;;Subsecretaría de Telecomunicaciones;83,56;Population age 15+.;Subsecretaría de Telecomunicaciones;82,33;Population age 15+.;Subsecretaría de Telecomunicaciones;84,9;;ITU estimate.;86,1;;ITU estimate.;88,3;;ITU estimate.
Internet users (%);China;1,78;;CNNIC.;2,64;;CNNIC.;4,6;;CNNIC.;6,2;;CNNIC.;7,3;;CNNIC.;8,52;;CNNIC.;10,52;Population age 6+. Online at least one hour per week.;CNNIC.;16;;CNNIC.;22,6;;Ministry of Information Industry (MII).;28,9;;Ministry of Industry and Information Technology;34,3;;Ministry of Industry and Information Technology;38,3;;Ministry of Industry and Information Technology;42,3;;ITU estimate.;45,8; Permanent residents at the age of 6 or above. In the last 6 months.;ITU Research based on CNNIC report.;47,9; Permanent residents at the age of 6 or above. In the last 6 months.;ITU estimate.;50,3; Permanent residents at the age of 6 or above. In the last 6 months.;ITU estimate.;53,2;;CNNIC.;54,3;;CNNIC.;59,2;;ITU estimate.;64,11;;National Bureau of Statistics;70,4;;National Bureau of Statistics of China
Internet users (%);Cocos Keeling Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Internet users (%);Colombia;2,21;;Ministerio de Comunicaciones.;2,85;;Ministry of Communications' estimate.;4,6;;Ministerio de Comunicaciones.;7,39;June.;Ministerio de Comunicaciones.;9,12;;Ministerio de Comunicaciones.;11,01;;Ministerio de Comunicaciones.;15,34;;Ministerio de Comunicaciones.;21,8;;ITU estimate.;25,6;Population age 5+.;Departamento Administrativo Nacional de Estadística-DANE.;30;Population age 5+.;Departamento Administrativo Nacional de Estadística-DANE.;36,5;Population age 5+.;Departamento Administrativo Nacional de Estadística-DANE.;40,35;Population age 5+.;Departamento Administrativo Nacional de Estadística - DANE;48,98;Population age 5+.;Departamento Administrativo Nacional de Estadistica (DANE);51,7;Population age 5+.;Departamento Administrativo Nacional de Estadistica (DANE);52,57;Population age 5+.;Departamento Administrativo Nacional de Estadistica (DANE);55,9;;Departamento Administrativo Nacional de Estadistica (DANE);58,14;;Departamento Administrativo Nacional de Estadistica (DANE);62,26;Los datos son expandidos con proyecciones de población, elaboradas con base en los resultados del censo 2005. La población objetivo de la encuesta corresponde a las personas de 5 años y más de edad.;Departamento Administrativo Nacional de Estadistica (DANE);64,13;;Departamento Administrativo Nacional de Estadistica (DANE);65,01;;Departamento Administrativo Nacional de Estadistica (DANE);69,79;Los datos son expandidos con proyecciones de población, elaboradas con base en los resultados del censo 2018. La población objetivo de la encuesta corresponde a las personas de 5 años y más de edad.;Departamento Administrativo Nacional de Estadistica (DANE)
Internet users (%);Comoros;0,27;;;0,44;;;0,55;;;0,85;;ITU estimate.;1,33;;ITU estimate.;2;;ITU estimate.;2,2;;ITU estimate.;2,5;;ITU estimate.;3;;ITU estimate.;3,5;;ITU estimate.;5,1;;ITU estimate.;5,5;;ITU estimate. ;5,98;;ITU estimate.;6,5;;ITU estimate.;6,98;;ITU estimate.;7,46;;ITU estimate.;7,94;;ITU Estimate.;8,48;;ITU estimate.;;;;;;;;;
Internet users (%);Congo (Rep. of the);0,03;;;0,03;;;0,16;;;0,46;;ITU estimate.;1,08;;ITU estimate.;1,46;;ITU estimate.;2,01;;ITU estimate.;2,76;;Direction Génerale de l'Administration Centrale des Postes et Télécommunications du Congo.;4,29;;Direction Génerale de l'Administration Centrale des Postes et Télécommunications du Congo.;4,5;;ITU estimate.;5;;ITU estimate.;5,6;Estimate based on the number of fixed and mobile broadband subscriptions. ;Agence de Régulation des Postes et des Communications Electroniques;6,11;;ITU estimate.;6,6;;ITU estimate.;7,11;;ITU estimate.;7,62;;ITU estimate.;8,12;;ITU Estimate.;8,65;;ITU estimate.;;;;;;;;;
Internet users (%);Cook Islands;15,66;;ITU estimate.;18,08;;ITU estimate.;20,02;;ITU estimate.;22,87;;ITU estimate.;23,99;;ITU estimate.;26,2;;ITU estimate.;25,86;;ITU estimate.;25,6;;ITU estimate.;25,41;;ITU estimate.;30,29;;Telecom Cook Islands Ltd.;35,71;;Telecom Cook Islands Ltd.;39,03;this figure includes all individuals who have access to the internet at home.;Cook Islands Statistics Office;42;;ITU estimate.;45;;ITU estimate.;48;;ITU estimate.;51;;ITU estimate.;54;;ITU Estimate.;;;;;;;;;;;;
Internet users (%);Costa Rica;5,8;;;9,56;;;19,89;;;20,33;;;20,79;;;22,07;Population age 5+.;Instituto Nacional de Estadística y Censos;25,1;Estimated based on 2005 and 2008 surveys' results. Population age 5+;ITU estimate.;28,4;Estimated based on 2005 and 2008 surveys' results. Population age 5+;ITU estimate.;32,29;Population age 5+ using Internet in the last 3 months.;Instituto Nacional de Estadística y Censos;34,33;Population age 5+ using Internet in the last 3 months.;ICE-Telecomunicaciones;36,5;Population age 5+ using Internet in the last 3 months.;Instituto Nacional de Estadisticas y Censos (INEC);39,21;Total population. In the last three months.;Instituto Nacional de Estadisticas y Censos (INEC);47,5;In the last 3 months. Population 5+.;Instituto Nacional de Estadisticas y Censos (INEC);45,96;Break in comparability. Total population. In the last three months.;Instituto Nacional de Estadisticas y Censos (INEC);53;;ITU estimate.;59,76;Se consulta a las personas de 5 años y más. En el caso de las personas que han utilizado la computadora en los últimos tres meses , se consideró el uso de computadora portatil o tablet o computadora de escritorio ya que las preguntas se realizan de forma independiente.;Instituto Nacional de Estadisticas y Censos ;65,88;;ITU;71,58;;Instituto Nacional de Estadisticas y Censos ;73,48;;Instituto Nacional de Estadisticas y Censos ;81,2;;Instituto Nacional de Estadisticas y Censos ;80,53;;Instituto Nacional de Estadística y Censos
Internet users (%);Côte d'Ivoire;0,23;;;0,4;;;0,5;;;0,76;;;0,85;;;1,04;;;1,52;;;1,8;;ITU estimate.;1,9;;ITU estimate.;2;;ITU estimate.;2,7;;ITU estimate.;2,9;;ITU estimate.;4,4;;ITU estimate.;6,6;;ITU estimate.;10;;ITU estimate.;16,7;;ITU;25,3;;ITU;34,8;;ITU estimate.;37,55;;ARTCI;36,29;;ARTCI;;;
Internet users (%);Croatia;6,64;;;11,56;;;17,76;;Croatian Post and Electronic Communications Agency (HAKOM). ;22,75;;;30,91;;;33,14;Population age 16-74.;;37,98;Population age 16-74.;;41,44;Population age 16-74.;Eurostat.;44,24;Population age 16-74.;Croatian Post and Electronic Communications Agency (HAKOM);50,58;Population age 16-74.;Croatian Post and Electronic Communications Agency (HAKOM);56,55;Population age 16-74.;Croatian Post and Electronic Communications Agency (HAKOM);57,79; Users in the last 3 months. Age 16-74.;Eurostat.;61,94; Users in the last 3 months. Age 16-74.;Eurostat.;66,75;Population age 16-74.;Eurostat.;68,57;Population age 16-74.;Eurostat;69,85;Last 3 months. Age 16-74.;Croatian Bureau of Statistics;72,7;Last 3 months. Age 16-74.;Croatian Bureau of Statistics;67,1;Last 3 months. Age 16-74.;Croatian Bureau of Statistics;75,29;Last 3 months. Age 16-74.;Croatian Bureau of Statistics;79,08;;Croatian Bureau of Statistics;78,32;;Croatian Bureau of Statistics
Internet users (%);Cuba;0,54;Refers only to users with access to the international network.;Ministerio de la Informática y las Comunicaciones.;1,08;Refers only to users with access to the international network.;Ministerio de la Informática y las Comunicaciones.;3,77;Incl. users of the international network and also those having access only to the Cuban network.;ONE.;5,24;Incl. users of the international network and also those having access only to the Cuban network.;ONE.;8,41;Incl. users of the international network and also those having access only to the Cuban network.;ONE.;9,74;Incl. users of the international network and also those having access only to the Cuban network.;ONE.;11,16;Incl. users of the international network and also those having access only to the Cuban network.;ONE.;11,69;Incl. users of the international network and also those having access only to the Cuban network.;Ministerio de la Informática y las Comunicaciones;12,94;Incl. users of the international network and also those having access only to the Cuban network.;Ministerio de la Informática y las Comunicaciones;14,33;Incl. users of the international network and also those having access only to the Cuban network. Users of international network account for 2.9%.;Ministerio de la Informática y las Comunicaciones;15,9;Incl. users of the international network and also those having access only to the Cuban network.;Ministerio de la Informática y las Comunicaciones;16,02;Population age 6+. Incl. users of the international network and also those having access only to the Cuban network.;Oficina Nacional de Estadisticas (ONE);21,2;;ITU estimate.;27,93;Population age 6+. Incl. users of the international network and also those having access only to the Cuban network.;Oficina Nacional de Estadisticas (ONE);29,07;Population age 6+.;Oficina Nacional de Estadisticas e Información (ONEI);37,31;;Oficina Nacional de Estadisticas e Informacion ;42,98;;Oficina Nacional de Estadisticas e Informacion ;57,15;;Oficina Nacional de Estadisticas e Informacion ;62,68;;Oficina Nacional de Estadisticas e Informacion ;67,97;;Oficina Nacional de Estadisticas e Informacion ;74;;ITU estimate.
Internet users (%);Curacao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,86;;ITU Estimate.;68,13;;Central Bureau of Statistics;;;;;;;;;
Internet users (%);Cyprus;15,26;;ESIS.;18,82;;ESIS.;28,32;;ESIS. ESIS. ESIS.;30,09;;ITU estimate based on Eurostat.;33,83;Population age 16-74.;Eurostat;32,81;Population age 16-74.;Eurostat.;35,83;Population age 16-74.;Eurostat.;40,77;Population age 16-74.;Eurostat.;42,31;Population age 16-74.;Eurostat.;49,81;Population age 16-74.;Eurostat.;52,99;"Population age 16-74.
";Eurostat.;56,86; Users in the last 3 months. Age 16-74.;Eurostat.;60,69; Users in the last 3 months.;Eurostat.;65,45;Population age 16-74.;Eurostat.;69,33;Population age 16-74.;Eurostat;71,72;;Statistical Service of Cyprus;75,9;;Statistical Service of Cyprus;80,74;;Statistical Service of Cyprus;84,43;;Statistical Service of Cyprus;86,06;;Statistical Service of Cyprus;90,8;;Statistical Service of Cyprus
Internet users (%);Czech Republic;9,78;;Ministry of Economy. Czech Telecommunication Office.;14,7;;Ministry of Economy. Czech Telecommunication Office.;23,93;;Ministry of Economy. Czech Telecommunication Office estimate.;34,3;Population age 16-74.;Eurostat;35,5;Population age 16-74.;Eurostat;35,27;Population age 16-74.;Eurostat.;47,93;Population age 16-74.;Eurostat.;51,93;Population age 16-74.;Eurostat.;62,97;Population age 16-74.;Eurostat.;64,43;Population age 16-74.;Eurostat.;68,82;Population age 16-74.;Eurostat.;70,49; Users in the last 3 months. Age 16-74.;Eurostat.;73,43; Users in the last 3 months.;Eurostat.;74,11;Population age 16-74.;Eurostat.;74,23;Population age 16+.;Czech Statistical Office.;75,67;;Czech Statistical Office;76,48;;Czech Statistical Office;78,72;reference period: 3 months prior to questioning;Czech Statistical Office;80,69;;Czech Statistical Office;80,87;;Czech Statistical Office;81,34;;Czech Statistical Office
Internet users (%);Dem. People's Rep. of Korea;0;Commercially not available. Local Intranet available in country.;Ministry of Posts and Telecommunications.;0;Commercially not available. Local Intranet available in country.;Ministry of Posts and Telecommunications.;0;Commercially not available. Local Intranet available in country.;Ministry of Posts and Telecommunications.;0;Commercially not available. Local Intranet available in country.;Ministry of Posts and Telecommunications.;0;Commercially not available. Local Intranet available in country.;Ministry of Posts and Telecommunications.;0;Commercially not available. Local Intranet available in country.;Ministry of Posts and Telecommunications.;0;Commercially not available. Local Intranet available in country.;Ministry of Posts and Telecommunications.;0;Commercially not available. Local Intranet available in country.;Ministry of Posts and Telecommunications.;0;;Ministry of Posts and Telecommunications.;0;;ITU estimate.;0;;ITU estimate.;0;;ITU estimate.;0;;ITU estimate.;;;;;;;;;;;;;;;;;;;;;;;;
Internet users (%);Dem. Rep. of the Congo;0,01;ITU estimate. ;;0,01;;ITU estimate. ;0,09;;ITU estimate. ;0,13;;ITU estimate. ;0,2;;ITU estimate. ;0,24;;ITU estimate. ;0,3;;ITU estimate. ;0,37;;ITU estimate. ;0,44;;ITU estimate. ;0,56;;ITU estimate. ;0,72;Country estimate.;Autorité de Régulation de la Poste et des Télécommunications;1,2;;ITU estimate. ;1,68;;ITU estimate.;2,2;;ITU estimate.;3;;ITU estimate.;3,8;;ITU estimate.;6,21;;ITU Estimate.;8,62;;ITU estimate.;11,7;;ITU estimate.;12,5;;ITU estimate.;13,6;;ITU estimate.
Internet users (%);Denmark;39,17;E-mail users.;MR&IT.;42,96;;ITU estimate.;64,25;Population age 16-74 using Internet in the last 3 months.;Eurostat.;76,26;Population age 16-74.;Eurostat.;80,93;Population age 16-74.;Eurostat.;82,74;Population age 16-74.;Eurostat.;86,65;Population age 16-74.;Eurostat.;85,03;Population age 16-74.;Eurostat.;85,02;Population age 16-74.;Eurostat.;86,84;Population age 16-74.;Eurostat.;88,72;"Population age 16-74.
";National IT- and Telecom Agency NITA;89,81; Users in the last 3 months. Age 16-74.;Eurostat.;92,26; Users in the last 3 months.;Eurostat.;94,63;Population age 16-74.;Eurostat.;95,99;Population age 16-74.;Eurostat;96,33; internet used past 3 months;Statistics Denmark;96,97; internet used past 3 months;Statistics Denmark;97,1;"
internet used past 3 months";Statistics Denmark;97,32;;Statistics Denmark;98,05;;Statistics Denmark;96,55;;Statistics Denmark
Internet users (%);Djibouti;0,19;;;0,34;;;0,49;;;0,63;;;0,78;;;0,95;;;1,27;;;1,62;;Ministére de la Communication et de la Culture, chargé des Postes et des Télécommunications;2,26;;Ministére de la Communication et de la Culture, chargé des Postes et des Télécommunications;4;;ITU estimate. ;6,5;;ITU estimate. ;7;;ITU estimate. ;9,4;;ITU estimate.;12,7;;ITU estimate.;17;;ITU estimate.;22,9;;ITU estimate.;30,8;;ITU Estimate.;55,68;;Direction de la Statistique et des Etudes Démographiques;58;;ITU estimate.;59;;ITU estimate.;59;;ITU estimate.
Internet users (%);Dominica;8,81;;;13,25;;;18,42;;;23,62;;ITU estimate.;30,32;;ITU estimate.;38,54;;ITU estimate.;39,4;;ITU estimate.;40,27;;ITU estimate.;41,16;;ITU estimate.;42,02;;ITU estimate.;47,45;;National Telecommunications Regulatory Commission;48,6;;ITU estimate.;49,8;;ITU estimate.;51;;ITU estimate.;57,5;;ECTEL;65;;ITU estimate.;67,03;;ITU Estimate.;69,62;;ITU estimate.;;;;;;;;;
Internet users (%);Dominican Rep.;3,7;;Instituto Dominicano de las Telecomunicaciones (INDOTEL).;4,43;;Instituto Dominicano de las Telecomunicaciones (INDOTEL).;6,82;;Instituto Dominicano de las Telecomunicaciones (INDOTEL).;7,9;;Instituto Dominicano de las Telecomunicaciones (INDOTEL).;8,87;;Instituto Dominicano de las Telecomunicaciones (INDOTEL).;11,48;;Instituto Dominicano de las Telecomunicaciones (INDOTEL).;14,84;;Instituto Dominicano de las Telecomunicaciones (INDOTEL).;17,66;;Instituto Dominicano de las Telecomunicaciones (INDOTEL);20,82;;Instituto Dominicano de las Telecomunicaciones (INDOTEL);27,72;Calculated using a multiplying factor of 3.9 to residencial subscriptions and 16 to business subscriptions.;Instituto Dominicano de las Telecomunicaciones (INDOTEL);31,4;;ITU estimate.;38;12+ years.;Oficina Nacional Estadistica.;42,32;12+ years;Oficina Nacional de Estadistica;45,9;12+ years;Oficina Nacional de Estadistica;49,58;;ITU estimate.;54,22;Individuals using the Internet (from any location) in the last 3 months.;Oficina Nacional de Estadistica;63,87;Individuals using the Internet (from any location) in the last 12 months.;Oficina Nacional de Estadistica;67,57;;Oficina Nacional de Estadistica;74,82;;Oficina Nacional de Estadistica;75,8;;ITU estimate.;76,9;;ITU estimate.
Internet users (%);Ecuador;1,46;;;2,67;;;4,26;;;4,46;;;4,83;;;5,99;;ITU estimate.;7,2;Population age 10+.;ITU estimate.;10,8;Estimated based on survey results.;ITU estimate.;18,8;;Secretaría Nacional de Telecomunicaciones (SENATEL);24,6;Population age 5+ (Source: INEC, households survey);Secretaría Nacional de Telecomunicaciones (SENATEL);29,03;Population age 5+.;Instituto Nacional de Estadistica y Censos;31,37;Population age 5+.;Instituto Nacional de Estadistica y Censos - INEC;35,14;Population age 5+.;INSTITUTO NACIONAL DE ESTADISTICA Y CENSOS - INEC;40,28;Population age 5+. Direct respondent as of 15.;Instituto Nacional de Estadistica y Censos;45,59;Population age 5+;Instituto Nacional de Estadistica y Censos;48,94;PERSONAS DE 5 AÑOS Y MÁS, INFORMANTE DIRECTO DE 15 AÑOS Y MÁS;Instituto Nacional de Estadistica y Censos;54,06;PERSONAS DE 5 AÑOS Y MÁS, INFORMANTE DIRECTO DE 15 AÑOS Y MÁS;Instituto Nacional de Estadistica y Censos;55,8;;ITU estimate.;57,5;;ITU estimate.;61,6;;ITU estimate.;64,6;;Instituto Nacional de Estadistica y Censos
Internet users (%);Egypt;0,64;;Telecom Egypt estimate.;0,84;;Telecom Egypt estimate.;2,72;;MICT.;4,04;;Telecom Egypt estimate.;11,92;;Ministry of Communications and Information Technology.;12,75;;Ministry of Communications and Information Technology.;13,66;;Ministry of Communications and Information Technology.;16,03;;Ministry of Communcations and Information Technology;18,01;;Ministry of Communications and Information Technology;20;;ITU estimate.;21,6;Population age 6+.;Ministry of Communications and Information Technology;25,6;Population age 6+.;Ministry of Communications and Information Technology;26,4;Population age 6+.;central agency for public mobilization and statistics-capmas;29,4;Population age 6+.;Ministry of Communications and Information Technology;33,89;Population age 6+.;Ministry of Communications and Information Technology;37,82;;Ministry of Communications and Information Technology;41,25;;Ministry of Communications and Information Technology;44,95;;Ministry of Communications and Information Technology;46,92;;Ministry of Communications and Information Technology;57,28;;Ministry of Communications and Information Technology;71,91;;Ministry of Communications and Information Technology
Internet users (%);El Salvador;1,18;;Superintendencia General de Electricidad y Telecomunicaciones.;1,5;Estimated based on Survey results. Population age 10+.;ITU estimate.;1,9;Estimated based on Survey results. Population age 10+.;ITU estimate.;2,5;Estimated based on Survey results. Population age 10+.;ITU estimate.;3,2;Estimated based on Survey results. Population age 10+.;ITU estimate.;4,2;Estimated based on Survey results. Population age 10+.;ITU estimate.;5,5;Population age 10+.;OSILAC, ECLAC.;6,11;Population age 10+.;DIGESTYC;10,08;Population age 10+.;DIGESTYC;12,11;Population age 10+.;DIGESTYC;15,9;Population age 10+.;DIGESTYC;18,9;;ITU estimate.;20,32;;Dirección General de Estadística y Censos. (DIGESTYC);23,11;In the last 12 months. Individuals aged 10 and above.;Dirección General de Estadística y Censos. (DIGESTYC);24,76;Population age 10+.;Dirección General de Estadística y Censos. (DIGESTYC);26,8;;ITU;29;;ITU Estimate.;33,82;;Direccion General de Estadistica y Censos;43,8;;ITU estimate.;50,49;;Dirección General de Estadística y Censos. (DIGESTYC);54,6;;Direccion General de Estadistica y Censos
Internet users (%);Equatorial Guinea;0,13;;;0,17;;;0,32;;;0,52;;;0,84;;;1,15;;;1,28;;;1,56;;ITU estimate.;1,82;;ITU estimate.;2,13;;ITU estimate.;6;;La Société Anonyme de Télécommunications de la République de Guinée Equatoriale;11,5;;ITU estimate.;13,94;;ITU estimate.;16,4;;ITU estimate.;18,86;;ITU estimate.;21,32;;ITU estimate.;23,78;;ITU estimate.;26,24;;ITU estimate.;;;;;;;;;
Internet users (%);Eritrea;0,14;;;0,16;;;0,23;;;;;;;;;;;;;;;0,41;;ITU estimate.;0,47;;ITU estimate.;0,54;;ITU estimate.;0,61;;ITU estimate.;0,7;;ITU estimate.;0,8;;ITU estimate;0,9;;ITU estimate.;0,99;;ITU estimate.;1,08;;ITU estimate.;1,18;;ITU Estimate.;1,31;;ITU estimate.;;;;;;;;;
Internet users (%);Estonia;28,58;;Ministry of Economic Affairs and Communications.;31,53;;Ministry of Economic Affairs and Communications.;41,52;;Ministry of Economic Affairs and Communications estimate.;45,32;;Ministry of Economic Affairs and Communications estimate.;53,2;Population age 16-74.;Eurostat.;61,45;Population age 16-74.;Eurostat.;63,51;Population age 16-74.;Eurostat.;66,19;Population age 16-74.;Eurostat.;70,58;Population age 16-74.;Eurostat.;72,5;Population age 16-74.;Eurostat.;74,1;Population age 16-74 in the last 3 months.;Estonian Competition Authority;76,5; Users in the last 3 months. Age 16-74.;Eurostat.;78,39; Users in the last 3 months.;Eurostat.;80;Population age 16-74.;Eurostat.;84,24;Population age 16-74.;Statistical Office of Estonia.;88,41;;Statistical Office of Estonia;87,24;;Statistical Office of Estonia;88,1;;Statistical Office of Estonia;89,36;;Statistical Office of Estonia;90,23;;Statistical Office of Estonia;89,06;;Statistical Office of Estonia
Internet users (%);Eswatini;0,93;;Swaziland Posts and Telecommunications Corporation (STPC).;1,28;;Swaziland Posts and Telecommunications Corporation (STPC).;1,82;;Swaziland Posts and Telecommunications Corporation (STPC).;2,44;;Swaziland Posts and Telecommunications Corporation (STPC).;3,23;;Swaziland Posts and Telecommunications Corporation (STPC).;3,7;;ITU estimate.;3,7;;Swaziland Posts and Telecommunications Corporation (STPC).;4,1;;Swaziland Posts and Telecommunications Corporation;6,85;;Swaziland Posts and Telecommunications Corporation;8,94;;Swaziland Posts and Telecommunications Corporation;11,04;;Swaziland Posts and Telecommunications Corporation;18,13;"SwaziMTN 3G Network
& SPTC 1x EV DO + ISPs
Networks +ISPs
";Swaziland Posts and Telecommunications Corporation;20,78;;ITU estimate.;24,7;;ITU estimate.;25;;ITU estimate.;25,64;;ITU estimate.;28,57;;ITU estimate.;30,3;;ITU estimate.;;;;;;;;;
Internet users (%);Ethiopia;0,02;;Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency.;0,04;;Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency.;0,07;;Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency.;0,11;;Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency.;0,16;;Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency.;0,22;;Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency.;0,31;;Ethiopian Telecommunications Corporation (ETC). Ethiopian Telecommunication Agency.;0,37;;Ethiopian Telecommunication Agency;0,45;;ITU estimate.;0,54;;ITU estimate.;0,75;;ITU estimate.;1,1;;ITU estimate.;2,9;;ITU estimate.;4,6;;ITU estimate.;7,7;;ITU estimate.;13,86;;Ministry of Communications and Information Technology;15,37;;Ministry of Communications and Information Technology;18,62;;ITU estimate.;20;;ITU estimate.;22;;ITU estimate.;24;;ITU estimate.
Internet users (%);Falkland (Malvinas) Is.;58,62;;;64,6;;;64,15;;;64,02;;ITU estimate.;67,32;;ITU estimate.;84,01;;ITU estimate.;87,1;;ITU estimate.;90,06;;Cable & Wireless South Atlantic Ltd;92,96;;Cable & Wireless;95,84;;Cable & Wireless;95,84;;Cable & Wireless;96,38;;Cable & Wireless;96,92;;ITU estimate.;96,9;;ITU estimate.;97,6;;ITU estimate.;98,31;;ITU estimate.;99,02;;ITU Estimate.;;;;;;;;;;;;
Internet users (%);Faroe Islands;32,92;;;43,25;;;53,3;;;58,91;;ITU estimate.;66,53;;ITU estimate.;67,9;;ITU estimate.;69,36;;ITU estimate.;75,98;;Post and Telecom Surveillance Authority;75,57;;Post and Telecom Surveillance Authority;75,18;;Post and Telecom Surveillance Authority;75,2;;Post and Telecom Surveillance Authority;80,73;;ITU estimate.;85,34;;ITU estimate.;90;;ITU estimate.;93,3;;ITU estimate.;94,2;;ITU estimate.;95,11;;ITU Estimate.;97,58;;ITU estimate.;;;;;;;;;
